postcode,division,district,thana,suboffice,postcode_bn
2140,ময়মনসিংহ,শেরপুর,বকশীগঞ্জ,বকশীগঞ্জ,২১৪০
2030,ময়মনসিংহ,জামালপুর,দেওয়ানগঞ্জ,দেওয়ানগঞ্জ,২০৩০
2021,ময়মনসিংহ,জামালপুর,ইসলামপুর,ডুরমোট,২০২১
2022,ময়মনসিংহ,জামালপুর,ইসলামপুর,গিলাবাড়ি,২০২২
2020,ময়মনসিংহ,জামালপুর,ইসলামপুর,ইসলামপুর,২০২০
2000,ময়মনসিংহ,জামালপুর,জামালপুর,জামালপুর,২০০০
2001,ময়মনসিংহ,জামালপুর,জামালপুর,নানদিনা,২০০১
2002,ময়মনসিংহ,জামালপুর,জামালপুর,নুরুন্দী,২০০২
2011,ময়মনসিংহ,জামালপুর,মেলান্দহ,জামালপুর,২০১১
2013,ময়মনসিংহ,জামালপুর,মেলান্দহ,মাহমুদপুর,২০১৩
2012,ময়মনসিংহ,জামালপুর,মেলান্দহ,মালঞ্চ,২০১২
2010,ময়মনসিংহ,জামালপুর,মেলান্দহ,মেলান্দহ,২০১০
2041,ময়মনসিংহ,জামালপুর,মাদারগঞ্জ,বালিঝুড়ি,২০৪১
2040,ময়মনসিংহ,জামালপুর,মাদারগঞ্জ,মাদারগঞ্জ,২০৪০
2052,ময়মনসিংহ,জামালপুর,সরিষাবাড়ি,বাউসী,২০৫২
2051,ময়মনসিংহ,জামালপুর,সরিষাবাড়ি,গুনেরবাড়ি,২০৫১
2053,ময়মনসিংহ,জামালপুর,সরিষাবাড়ি,জগন্নাথ ঘাট,২০৫৩
2055,ময়মনসিংহ,জামালপুর,সরিষাবাড়ি,যমুনা সার কারখানা,২০৫৫
2054,ময়মনসিংহ,জামালপুর,সরিষাবাড়ি,পিংনা,২০৫৪
2050,ময়মনসিংহ,জামালপুর,সরিষাবাড়ি,সরিষাবাড়ি,২০৫০
2240,ময়মনসিংহ,ময়মনসিংহ,ভালুকা,ভালুকা,২২৪০
2216,ময়মনসিংহ,ময়মনসিংহ,ফুলবাড়িয়া,ফুলবাড়িয়া,২২১৬
2234,ময়মনসিংহ,ময়মনসিংহ,গফরগাঁও,দুট্টারবাজার,২২৩৪
2230,ময়মনসিংহ,ময়মনসিংহ,গফরগাঁও,গফরগাঁও,২২৩০
2233,ময়মনসিংহ,ময়মনসিংহ,গফরগাঁও,কান্দিপাড়া,২২৩৩
2231,ময়মনসিংহ,ময়মনসিংহ,গফরগাঁও,শিবগঞ্জ,২২৩১
2232,ময়মনসিংহ,ময়মনসিংহ,গফরগাঁও,উস্তি,২২৩২
2270,ময়মনসিংহ,ময়মনসিংহ,গৌরীপুর,গৌরীপুর,২২৭০
2271,ময়মনসিংহ,ময়মনসিংহ,গৌরীপুর,রামগোপালপুর,২২৭১
2261,ময়মনসিংহ,ময়মনসিংহ,হালুয়াঘাট,ধারা,২২৬১
2260,ময়মনসিংহ,ময়মনসিংহ,হালুয়াঘাট,হালুয়াঘাট,২২৬০
2262,ময়মনসিংহ,ময়মনসিংহ,হালুয়াঘাট,মুনশিরহাট,২২৬২
2282,ময়মনসিংহ,ময়মনসিংহ,ঈশ্বরগঞ্জ,আঠারবাড়ি,২২৮২
2280,ময়মনসিংহ,ময়মনসিংহ,ঈশ্বরগঞ্জ,ঈশ্বরগঞ্জ,২২৮০
2281,ময়মনসিংহ,ময়মনসিংহ,ঈশ্বরগঞ্জ,সোহাগি,২২৮১
2210,ময়মনসিংহ,ময়মনসিংহ,মুক্তাগাছা,মুক্তাগাছা,২২১০
2202,ময়মনসিংহ,ময়মনসিংহ,ময়মনসিংহ সদর,কৃষি বিশ্ববিদ্যালয়,২২০২
2204,ময়মনসিংহ,ময়মনসিংহ,ময়মনসিংহ সদর,বিদ্যাগঞ্জ,২২০৪
2201,ময়মনসিংহ,ময়মনসিংহ,ময়মনসিংহ সদর,কেওয়াটখালি,২২০১
2200,ময়মনসিংহ,ময়মনসিংহ,ময়মনসিংহ সদর,ময়মনসিংহ সদর,২২০০
2205,ময়মনসিংহ,ময়মনসিংহ,ময়মনসিংহ সদর,পিয়ারপুর,২২০৫
2203,ময়মনসিংহ,ময়মনসিংহ,ময়মনসিংহ সদর,শম্ভুগঞ্জ,২২০৩
2291,ময়মনসিংহ,ময়মনসিংহ,নান্দাইল,গাংগাইল,২২৯১
2290,ময়মনসিংহ,ময়মনসিংহ,নান্দাইল,নান্দাইল,২২৯০
2251,ময়মনসিংহ,ময়মনসিংহ,ফুলপুর,বেলতিয়া,২২৫১
2250,ময়মনসিংহ,ময়মনসিংহ,ফুলপুর,ফুলপুর,২২৫০
2252,ময়মনসিংহ,ময়মনসিংহ,ফুলপুর,তারাকান্দা,২২৫২
2221,ময়মনসিংহ,ময়মনসিংহ,ত্রিশাল,আহমাদবাদ,২২২১
2223,ময়মনসিংহ,ময়মনসিংহ,ত্রিশাল,ধলা,২২২৩
2222,ময়মনসিংহ,ময়মনসিংহ,ত্রিশাল,রাম অমৃতগঞ্জ,২২২২
2220,ময়মনসিংহ,ময়মনসিংহ,ত্রিশাল,ত্রিশাল,২২২০
2420,ময়মনসিংহ,নেত্রকোণা,সুসনঞ্জ দুর্গাপুর,সুসনঞ্জ দুর্গাপুর,২৪২০
2470,ময়মনসিংহ,নেত্রকোণা,আটপাড়া,আটপাড়া,২৪৭০
2440,ময়মনসিংহ,নেত্রকোণা,বারহাট্টা,বারহাট্টা,২৪৪০
2450,ময়মনসিংহ,নেত্রকোণা,ধর্মপাশা,ধর্মপাশা,২৪৫০
2416,ময়মনসিংহ,নেত্রকোণা,ধবাউরা,ধবাউরা,২৪১৬
2417,ময়মনসিংহ,নেত্রকোণা,ধবাউরা,সাকয়াই,২৪১৭
2430,ময়মনসিংহ,নেত্রকোণা,কলমাকান্দা,কলমাকান্দা,২৪৩০
2480,ময়মনসিংহ,নেত্রকোণা,কেন্দুয়া,কেন্দুয়া,২৪৮০
2460,ময়মনসিংহ,নেত্রকোণা,খালিয়াজুরী,খালিয়াজুরী,২৪৬০
2462,ময়মনসিংহ,নেত্রকোণা,খালিয়াজুরী,শালদিঘা,২৪৬২
2490,ময়মনসিংহ,নেত্রকোণা,মদন,মদন,২৪৯০
2456,ময়মনসিংহ,নেত্রকোণা,মধ্যনগর,মধ্যনগর,২৪৫৬
2446,ময়মনসিংহ,নেত্রকোণা,মোহনগঞ্জ,মোহনগঞ্জ,২৪৪৬
2401,ময়মনসিংহ,নেত্রকোণা,নেত্রকোণা সদর,বাইখেরহাটি,২৪০১
2400,ময়মনসিংহ,নেত্রকোণা,নেত্রকোণা সদর,নেত্রকোণা সদর,২৪০০
2412,ময়মনসিংহ,নেত্রকোণা,পুর্বধোলা,জারিয়া ঝানঝাইল,২৪১২
2410,ময়মনসিংহ,নেত্রকোণা,পুর্বধোলা,পুর্বধোলা,২৪১০
2411,ময়মনসিংহ,নেত্রকোণা,পুর্বধোলা,শামগঞ্জ,২৪১১
2120,ময়মনসিংহ,শেরপুর,ঝিনাইগাতী,ঝিনাইগাতী,২১২০
2151,ময়মনসিংহ,শেরপুর,নকলা,গণপাদ্দি,২১৫১
2150,ময়মনসিংহ,শেরপুর,নকলা,নকলা,২১৫০
2111,ময়মনসিংহ,শেরপুর,নালিতাবাড়ী,হাতীবান্ধা,২১১১
2110,ময়মনসিংহ,শেরপুর,নালিতাবাড়ী,নালিতাবাড়ী,২১১০
2100,ময়মনসিংহ,শেরপুর,শেরপুর সদর,শেরপুর সদর,২১০০
2130,ময়মনসিংহ,শেরপুর,শ্রীবরদী,শ্রীবরদী,২১৩০
3360,সিলেট,হবিগঞ্জ,আজমিরীগঞ্জ,আজমিরীগঞ্জ,৩৩৬০
3310,সিলেট,হবিগঞ্জ,বাহুবল,মানিকা বাজার,৩৩১০
3350,সিলেট,হবিগঞ্জ,বানিয়াচং,বানিয়াচং,৩৩৫০
3351,সিলেট,হবিগঞ্জ,বানিয়াচং,যাত্রাপাশা,৩৩৫১
3352,সিলেট,হবিগঞ্জ,বানিয়াচং,কাদিরগঞ্জ,৩৩৫২
3321,সিলেট,হবিগঞ্জ,চুনারুঘাট,চাঁদপুরবাগান,৩৩২১
3320,সিলেট,হবিগঞ্জ,চুনারুঘাট,চুনারুঘাট,৩৩২০
3322,সিলেট,হবিগঞ্জ,চুনারুঘাট,নরপাটি,৩৩২২
3302,সিলেট,হবিগঞ্জ,হবিগঞ্জ সদর,গোপায়া,৩৩০২
3300,সিলেট,হবিগঞ্জ,হবিগঞ্জ সদর,হবিগঞ্জ সদর,৩৩০০
3301,সিলেট,হবিগঞ্জ,হবিগঞ্জ সদর,শায়েস্তাগঞ্জ,৩৩০১
3340,সিলেট,হবিগঞ্জ,কালাউক,কালাউক,৩৩৪০
3341,সিলেট,হবিগঞ্জ,কালাউক,লাখাই,৩৩৪১
3331,সিলেট,হবিগঞ্জ,মাধবপুর,ইটাখোলা,৩৩৩১
3330,সিলেট,হবিগঞ্জ,মাধবপুর,মাধবপুর,৩৩৩০
3333,সিলেট,হবিগঞ্জ,মাধবপুর,সাইহাম নগর,৩৩৩৩
3332,সিলেট,হবিগঞ্জ,মাধবপুর,শাহজিবাজার,৩৩৩২
3373,সিলেট,হবিগঞ্জ,নবীগঞ্জ,দিগলবাক,৩৩৭৩
3372,সিলেট,হবিগঞ্জ,নবীগঞ্জ,গোলডুবা,৩৩৭২
3371,সিলেট,হবিগঞ্জ,নবীগঞ্জ,গোপলারবাজার,৩৩৭১
3374,সিলেট,হবিগঞ্জ,নবীগঞ্জ,ইনাতগঞ্জ,৩৩৭৪
3370,সিলেট,হবিগঞ্জ,নবীগঞ্জ,নবীগঞ্জ,৩৩৭০
3250,সিলেট,মৌলভীবাজার,বড়লেখা,বড়লেখা,৩২৫০
3252,সিলেট,মৌলভীবাজার,বড়লেখা,দক্ষিণবাগ,৩২৫২
3251,সিলেট,মৌলভীবাজার,বড়লেখা,জুড়ী,৩২৫১
3253,সিলেট,মৌলভীবাজার,বড়লেখা,পূর্বাশাহাবাজপুর,৩২৫৩
3220,সিলেট,মৌলভীবাজার,কমলগঞ্জ,কমলগঞ্জ,৩২২০
3221,সিলেট,মৌলভীবাজার,কমলগঞ্জ,কেরামত নগর,৩২২১
3224,সিলেট,মৌলভীবাজার,কমলগঞ্জ,মুন্সীবাজার,৩২২৪
3222,সিলেট,মৌলভীবাজার,কমলগঞ্জ,পাত্রখোলা,৩২২২
3223,সিলেট,মৌলভীবাজার,কমলগঞ্জ,শমসের নগর,৩২২৩
3237,সিলেট,মৌলভীবাজার,কুলাউড়া,বরমচাল,৩২৩৭
3234,সিলেট,মৌলভীবাজার,কুলাউড়া,কাজলধারা,৩২৩৪
3235,সিলেট,মৌলভীবাজার,কুলাউড়া,করিমপুর,৩২৩৫
3230,সিলেট,মৌলভীবাজার,কুলাউড়া,কুলাউড়া,৩২৩০
3232,সিলেট,মৌলভীবাজার,কুলাউড়া,লংলা,৩২৩২
3233,সিলেট,মৌলভীবাজার,কুলাউড়া,পৃথিমপাশা,৩২৩৩
3231,সিলেট,মৌলভীবাজার,কুলাউড়া,টিলাগাও,৩২৩১
3203,সিলেট,মৌলভীবাজার,মৌলভীবাজার সদর,আফরোজগঞ্জ,৩২০৩
3201,সিলেট,মৌলভীবাজার,মৌলভীবাজার সদর,বারাকাপান,৩২০১
3202,সিলেট,মৌলভীবাজার,মৌলভীবাজার সদর,মনুমুখ,৩২০২
3200,সিলেট,মৌলভীবাজার,মৌলভীবাজার সদর,মৌলভীবাজার সদর,৩২০০
3240,সিলেট,মৌলভীবাজার,রাজনগর,রাজনগর,৩২৪০
3212,সিলেট,মৌলভীবাজার,শ্রীমঙ্গল,কালীঘাট,৩২১২
3213,সিলেট,মৌলভীবাজার,শ্রীমঙ্গল,খেজুরীছড়া,৩২১৩
3211,সিলেট,মৌলভীবাজার,শ্রীমঙ্গল,নারায়ন ছড়া,৩২১১
3214,সিলেট,মৌলভীবাজার,শ্রীমঙ্গল,সাতগাঁও,৩২১৪
3210,সিলেট,মৌলভীবাজার,শ্রীমঙ্গল,শ্রীমঙ্গল,৩২১০
3010,সিলেট,সুনামগঞ্জ,বিশম্ভরপুর,বিশম্ভরপুর,৩০১০
3080,সিলেট,সুনামগঞ্জ,ছাতক,ছাতক,৩০৮০
3081,সিলেট,সুনামগঞ্জ,ছাতক,ছাতক সিমেন্ট ফ্যাক্টরি,৩০৮১
3082,সিলেট,সুনামগঞ্জ,ছাতক,ছাতক পেপার মিলস,৩০৮২
3893,সিলেট,সুনামগঞ্জ,ছাতক,চৌরঙ্গী বাজার,৩৮৯৩
3083,সিলেট,সুনামগঞ্জ,ছাতক,গোবিন্দগঞ্জ,৩০৮৩
3084,সিলেট,সুনামগঞ্জ,ছাতক,গোবিন্দগঞ্জ নতুন বাজার,৩০৮৪
3088,সিলেট,সুনামগঞ্জ,ছাতক,ইসলামাবাদ,৩০৮৮
3087,সিলেট,সুনামগঞ্জ,ছাতক,জাহিদপুর,৩০৮৭
3085,সিলেট,সুনামগঞ্জ,ছাতক,খুরমা,৩০৮৫
3086,সিলেট,সুনামগঞ্জ,ছাতক,মৈনপুর,৩০৮৬
3040,সিলেট,সুনামগঞ্জ,দিরাই চাঁদপুর,দিরাই চাঁদপুর,৩০৪০
3041,সিলেট,সুনামগঞ্জ,দিরাই চাঁদপুর,জগদল,৩০৪১
3070,সিলেট,সুনামগঞ্জ,দুয়ারা বাজার,দুয়ারা বাজার,৩০৭০
3050,সিলেট,সুনামগঞ্জ,ঘুঙ্গিয়ার,ঘুঙ্গিয়ার,৩০৫০
3062,সিলেট,সুনামগঞ্জ,জগন্নাথপুর,আতুয়াজান,৩০৬২
3063,সিলেট,সুনামগঞ্জ,জগন্নাথপুর,হাসান ফাতেমাপুর,৩০৬৩
3060,সিলেট,সুনামগঞ্জ,জগন্নাথপুর,জগন্নাথপুর,৩০৬০
3064,সিলেট,সুনামগঞ্জ,জগন্নাথপুর,রাসূলগঞ্জ,৩০৬৪
3065,সিলেট,সুনামগঞ্জ,জগন্নাথপুর,শিরামসি,৩০৬৫
3061,সিলেট,সুনামগঞ্জ,জগন্নাথপুর,সৈয়দপুর,৩০৬১
3127,সিলেট,সিলেট,বালাগঞ্জ,কাঁঠাল খাইর,৩১২৭
3020,সিলেট,সুনামগঞ্জ,সাচনা,সাচনা,৩০২০
3001,সিলেট,সুনামগঞ্জ,সুনামগঞ্জ সদর,পাগলা,৩০০১
3002,সিলেট,সুনামগঞ্জ,সুনামগঞ্জ সদর,পাথারিয়া,৩০০২
3000,সিলেট,সুনামগঞ্জ,সুনামগঞ্জ সদর,সুনামগঞ্জ সদর,৩০০০
3030,সিলেট,সুনামগঞ্জ,তাহিরপুর,তাহিরপুর,৩০৩০
3120,সিলেট,সিলেট,বালাগঞ্জ,বালাগঞ্জ,৩১২০
3125,সিলেট,সিলেট,বালাগঞ্জ,বেগমপুর,৩১২৫
3122,সিলেট,সিলেট,বালাগঞ্জ,ব্রহ্ম শাসন,৩১২২
3128,সিলেট,সিলেট,বালাগঞ্জ,গহরপুর,৩১২৮
3124,সিলেট,সিলেট,বালাগঞ্জ,গোয়ালা বাজার,৩১২৪
3121,সিলেট,সিলেট,বালাগঞ্জ,করুয়া,৩১২১
3129,সিলেট,সিলেট,বালাগঞ্জ,নতুন বাজার,৩১২৯
3126,সিলেট,সিলেট,বালাগঞ্জ,ওমরপুর,৩১২৬
3123,সিলেট,সিলেট,বালাগঞ্জ,তাজপুর,৩১২৩
3170,সিলেট,সিলেট,বিয়ানীবাজার,বিয়ানীবাজার,৩১৭০
3175,সিলেট,সিলেট,বিয়ানীবাজার,চারখাই,৩১৭৫
3171,সিলেট,সিলেট,বিয়ানীবাজার,জলঢুপ,৩১৭১
3173,সিলেট,সিলেট,বিয়ানীবাজার,কুড়ার বাজার,৩১৭৩
3172,সিলেট,সিলেট,বিয়ানীবাজার,মাথিউরা,৩১৭২
3174,সিলেট,সিলেট,বিয়ানীবাজার,সালিয়া বাজার,৩১৭৪
3130,সিলেট,সিলেট,বিশ্বনাথ,বিশ্বনাথ,৩১৩০
3131,সিলেট,সিলেট,বিশ্বনাথ,দশঘর,৩১৩১
3133,সিলেট,সিলেট,বিশ্বনাথ,দেওকলস,৩১৩৩
3132,সিলেট,সিলেট,বিশ্বনাথ,দৌলতপুর,৩১৩২
3134,সিলেট,সিলেট,বিশ্বনাথ,সিঙ্গার কাঞ্চ,৩১৩৪
3116,সিলেট,সিলেট,ফেঞ্চুগঞ্জ,ফেঞ্চুগঞ্জ,৩১১৬
3117,সিলেট,সিলেট,ফেঞ্চুগঞ্জ,ফেঞ্চুগঞ্জ সার কারখানা,৩১১৭
3152,সিলেট,সিলেট,গোয়াইনহাট,চিকনাগুলি,৩১৫২
3150,সিলেট,সিলেট,গোয়াইনহাট,গোয়াইনহাট,৩১৫০
3151,সিলেট,সিলেট,গোয়াইনহাট,জাফলং,৩১৫১
3164,সিলেট,সিলেট,গোলাপগঞ্জ,বাণীগ্রাম,৩১৬৪
3165,সিলেট,সিলেট,গোলাপগঞ্জ,চন্দনপুর,৩১৬৫
3162,সিলেট,সিলেট,গোলাপগঞ্জ,দক্ষিণ ভাদাশরে,৩১৬২
3161,সিলেট,সিলেট,গোলাপগঞ্জ,ঢাকা দক্ষিণ,৩১৬১
3160,সিলেট,সিলেট,গোলাপগঞ্জ,গোলাপগঞ্জ,৩১৬০
3163,সিলেট,সিলেট,গোলাপগঞ্জ,রানাপিং,৩১৬৩
3156,সিলেট,সিলেট,জৈন্তাপুর,জৈন্তাপুর,৩১৫৬
3191,সিলেট,সিলেট,জকিগঞ্জ,ইছামতি,৩১৯১
3190,সিলেট,সিলেট,জকিগঞ্জ,জকিগঞ্জ,৩১৯০
3181,সিলেট,সিলেট,কানাইঘাট,চটুলবাজার,৩১৮১
3183,সিলেট,সিলেট,কানাইঘাট,গাছবাড়ী,৩১৮৩
3180,সিলেট,সিলেট,কানাইঘাট,কানাইঘাট,৩১৮০
3182,সিলেট,সিলেট,কানাইঘাট,মানিকগঞ্জ,৩১৮২
3140,সিলেট,সিলেট,কোম্পানীগঞ্জ,কোম্পানীগঞ্জ,৩১৪০
3106,সিলেট,সিলেট,সিলেট সদর,বিরাহিমপুর,৩১০৬
3107,সিলেট,সিলেট,সিলেট সদর,জালালাবাদ,৩১০৭
3104,সিলেট,সিলেট,সিলেট সদর,জালালাবাদ সেনানিবাস,৩১০৪
3111,সিলেট,সিলেট,সিলেট সদর,কদমতলী,৩১১১
3112,সিলেট,সিলেট,সিলেট সদর,কামালবাজার,৩১১২
3103,সিলেট,সিলেট,সিলেট সদর,খাদিমনগর,৩১০৩
3113,সিলেট,সিলেট,সিলেট সদর,লালবাজার,৩১১৩
3108,সিলেট,সিলেট,সিলেট সদর,মগ্লা,৩১০৮
3109,সিলেট,সিলেট,সিলেট সদর,রাঙ্গা হাজীগঞ্জ,৩১০৯
3114,সিলেট,সিলেট,সিলেট সদর,শাহ্‌জালাল বিজ্ঞান ও প্রযুক্তি,৩১১৪
3105,সিলেট,সিলেট,সিলেট সদর,সিলাম,৩১০৫
3100,সিলেট,সিলেট,সিলেট সদর,সিলেট সদর,৩১০০
3102,সিলেট,সিলেট,সিলেট সদর,সিলেট বিমান বন্দর,৩১০২
3101,সিলেট,সিলেট,সিলেট সদর,সিলেট ক্যাডেট কলেজ,৩১০১
4650,চট্টগ্রাম,বান্দরবান,আলিকদম,আলিকদম,৪৬৫০
4660,চট্টগ্রাম,বান্দরবান,নাইখং,নাইখং,৪৬৬০
4610,চট্টগ্রাম,বান্দরবান,রংছড়ি,রংছড়ি,৪৬১০
4620,চট্টগ্রাম,বান্দরবান,রুমা,রুমা,৪৬২০
4641,চট্টগ্রাম,বান্দরবান,থানচি,লামা,৪৬৪১
4630,চট্টগ্রাম,বান্দরবান,থানচি,থানচি,৪৬৩০
3450,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,আখাউড়া,আখাউড়া,৩৪৫০
3451,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,আখাউড়া,আজমপুর,৩৪৫১
3452,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,আখাউড়া,গঙ্গাসাগর,৩৪৫২
3420,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,বাঞ্ছারামপুর,বাঞ্ছারামপুর,৩৪২০
3402,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,ব্রাহ্মণবাড়িয়া সদর,আশুগঞ্জ,৩৪০২
3403,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,ব্রাহ্মণবাড়িয়া সদর,আশুগঞ্জ সেয়ার,৩৪০৩
3400,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,ব্রাহ্মণবাড়িয়া সদর,ব্রাহ্মণবাড়িয়া সদর,৩৪০০
3404,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,ব্রাহ্মণবাড়িয়া সদর,পুনে,৩৪০৪
3401,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,ব্রাহ্মণবাড়িয়া সদর,তালশহর,৩৪০১
3462,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,কসবা,চন্ডিদার,৩৪৬২
3463,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,কসবা,চরগাছ,৩৪৬৩
3464,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,কসবা,গোপীনাথপুর,৩৪৬৪
3460,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,কসবা,কসবা,৩৪৬০
3461,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,কসবা,কুটি,৩৪৬১
3419,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,জীবনগঞ্জ,৩৪১৯
3417,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,কাইতলা,৩৪১৭
3411,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,লাউফতেহপুর,৩৪১১
3410,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,নবীনগর,৩৪১০
3412,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,রসুল্লাবাদ,৩৪১২
3414,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,রতনপুর,৩৪১৪
3418,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,ছলিমগঞ্জ,৩৪১৮
3415,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,শাহপুর,৩৪১৫
3413,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নবীনগর,শ্যামগ্রাম,৩৪১৩
3441,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নাসিরনগর,ফান্দাউক,৩৪৪১
3440,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,নাসিরনগর,নাসিরনগর,৩৪৪০
3432,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,সরাইল,চান্দুরা,৩৪৩২
3430,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,সরাইল,সরাইল,৩৪৩০
3431,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,সরাইল,শাহবাজপুর,৩৪৩১
3602,চট্টগ্রাম,চাঁদপুর,চাঁদপুর সদর,বাবুরহাট,৩৬০২
3600,চট্টগ্রাম,চাঁদপুর,চাঁদপুর সদর,চাঁদপুর সদর,৩৬০০
3601,চট্টগ্রাম,চাঁদপুর,চাঁদপুর সদর,পুরানবাজারের,৩৬০১
3603,চট্টগ্রাম,চাঁদপুর,চাঁদপুর সদর,সাহাতালি,৩৬০৩
3651,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,চন্দ্র,৩৬৫১
3650,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,ফরিদগঞ্জ,৩৬৫০
3653,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,গৃদকালিন্দিয়া,৩৬৫৩
3655,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,ইসলামপুর শাহ ইসাইন,৩৬৫৫
3654,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,রামপুরবাজার,৩৬৫৪
3652,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,রূপসা,৩৬৫২
3611,চট্টগ্রাম,চাঁদপুর,হাজীগঞ্জ,বলাখাল,৩৬১১
3610,চট্টগ্রাম,চাঁদপুর,হাজীগঞ্জ,হাজীগঞ্জ,৩৬১০
3661,চট্টগ্রাম,চাঁদপুর,হাইমচর,গান্ধামারা,৩৬৬১
3660,চট্টগ্রাম,চাঁদপুর,হাইমচর,হাইমচর,৩৬৬০
3630,চট্টগ্রাম,চাঁদপুর,কচুয়া,কচুয়া,৩৬৩০
3631,চট্টগ্রাম,চাঁদপুর,কচুয়া,পাক শ্রীরামপুর,৩৬৩১
3632,চট্টগ্রাম,চাঁদপুর,কচুয়া,রহিমা নগর,৩৬৩২
3633,চট্টগ্রাম,চাঁদপুর,কচুয়া,সাচার,৩৬৩৩
3642,চট্টগ্রাম,চাঁদপুর,মতলবগঞ্জ,কালিপুর,৩৬৪২
3640,চট্টগ্রাম,চাঁদপুর,মতলবগঞ্জ,মতলবগঞ্জ,৩৬৪০
3641,চট্টগ্রাম,চাঁদপুর,মতলবগঞ্জ,মোহনপুর,৩৬৪১
3623,চট্টগ্রাম,চাঁদপুর,শাহরাস্তি,ছোটোশি,৩৬২৩
3624,চট্টগ্রাম,চাঁদপুর,শাহরাস্তি,ইসলামিয়া মাদ্রাসা,৩৬২৪
3621,চট্টগ্রাম,চাঁদপুর,শাহরাস্তি,খিলাবাজার,৩৬২১
3622,চট্টগ্রাম,চাঁদপুর,শাহরাস্তি,পশ্চিম খেরিহার,৩৬২২
3620,চট্টগ্রাম,চাঁদপুর,শাহরাস্তি,শাহরাস্তি,৩৬২০
4376,চট্টগ্রাম,চট্টগ্রাম,আনোয়ারা,আনোয়ারা,৪৩৭৬
4378,চট্টগ্রাম,চট্টগ্রাম,আনোয়ারা,বটতলি,৪৩৭৮
4377,চট্টগ্রাম,চট্টগ্রাম,আনোয়ারা,পরৈকোড়া,৪৩৭৭
4366,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,বোয়ালখালী,৪৩৬৬
4369,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,চরণদ্বীপ,৪৩৬৯
4365,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,ইকবাল পার্ক,৪৩৬৫
4368,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,কদুরখিল,৪৩৬৮
4363,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,কানুনগোপাড়া,৪৩৬৩
4367,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,সাকপুরা,৪৩৬৭
4364,চট্টগ্রাম,চট্টগ্রাম,বোয়ালখালী,সারোয়াতলী,৪৩৬৪
4221,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,আল আমিন বাড়ীয়া মাদ্রাসা,৪২২১
4211,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,আমিন জুট মিলস,৪২১১
4215,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,আনন্দবাজার,৪২১৫
4210,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,বায়েজিদ বোস্তামী,৪২১০
4212,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চাঁদগাও,৪২১২
4203,চট্টগ্রাম,চট্টগ্রাম,চট্টগ্রাম সদর,চকবাজার,৪২০৩
