postcode,division,district,thana,suboffice,postcode_bn
5201,রংপুর,দিনাজপুর,দিনাজপুর সদর,দিনাজপুর রাজবাড়ী,৫২০১
5200,রংপুর,দিনাজপুর,দিনাজপুর সদর,দিনাজপুর সদর,৫২০০
5230,রংপুর,দিনাজপুর,খানসামা,খানসামা,৫২৩০
5231,রংপুর,দিনাজপুর,খানসামা,পাকেরহাট,৫২৩১
5226,রংপুর,দিনাজপুর,মহারাজগঞ্জ,মহারাজগঞ্জ,৫২২৬
5281,রংপুর,দিনাজপুর,নবাবগঞ্জ,দাউদপুর,৫২৮১
5282,রংপুর,দিনাজপুর,নবাবগঞ্জ,গোপালপুর,৫২৮২
5280,রংপুর,দিনাজপুর,নবাবগঞ্জ,নবাবগঞ্জ,৫২৮০
5291,রংপুর,দিনাজপুর,ওসমানপুর,ঘোড়াঘাট,৫২৯১
5290,রংপুর,দিনাজপুর,ওসমানপুর,ওসমানপুর,৫২৯০
5250,রংপুর,দিনাজপুর,পার্বতীপুর,পার্বতীপুর,৫২৫০
5260,রংপুর,দিনাজপুর,ফুলবাড়ী,ফুলবাড়ী,৫২৬০
5216,রংপুর,দিনাজপুর,সেতাবগঞ্জ,সেতাবগঞ্জ,৫২১৬
5750,রংপুর,গাইবান্ধা,বোনারপাড়া,বোনারপাড়া,৫৭৫০
5751,রংপুর,গাইবান্ধা,বোনারপাড়া,সাঘাটা,৫৭৫১
5700,রংপুর,গাইবান্ধা,গাইবান্ধা সদর,গাইবান্ধা সদর,৫৭০০
5740,রংপুর,গাইবান্ধা,গোবিন্দগঞ্জ,গোবিন্দগঞ্জ,৫৭৪০
5741,রংপুর,গাইবান্ধা,গোবিন্দগঞ্জ,মহিমাগঞ্জ,৫৭৪১
5730,রংপুর,গাইবান্ধা,পলাশবাড়ী,পলাশবাড়ী,৫৭৩০
5761,রংপুর,গাইবান্ধা,ফুলছড়ি,ভরতখালী,৫৭৬১
5760,রংপুর,গাইবান্ধা,ফুলছড়ি,ফুলছড়ি,৫৭৬০
5711,রংপুর,গাইবান্ধা,সাদুল্লাপুর,নলডাঙ্গা,৫৭১১
5710,রংপুর,গাইবান্ধা,সাদুল্লাপুর,সাদুল্লাপুর,৫৭১০
5721,রংপুর,গাইবান্ধা,সুন্দরগঞ্জ,বামনডাঙ্গা,৫৭২১
5720,রংপুর,গাইবান্ধা,সুন্দরগঞ্জ,সুন্দরগঞ্জ,৫৭২০
5670,রংপুর,কুড়িগ্রাম,ভূরুঙ্গামারী,ভূরুঙ্গামারী,৫৬৭০
5630,রংপুর,কুড়িগ্রাম,চিলমারী,চিলমারী,৫৬৩০
5631,রংপুর,কুড়িগ্রাম,চিলমারী,জোড়গাছা,৫৬৩১
5600,রংপুর,কুড়িগ্রাম,কুড়িগ্রাম সদর,কুড়িগ্রাম সদর,৫৬০০
5601,রংপুর,কুড়িগ্রাম,কুড়িগ্রাম সদর,পান্ডুল,৫৬০১
5680,রংপুর,কুড়িগ্রাম,কুড়িগ্রাম সদর,ফুলবাড়ী,৫৬৮০
5660,রংপুর,কুড়িগ্রাম,নাগেশ্বর,নাগেশ্বর,৫৬৬০
5611,রংপুর,কুড়িগ্রাম,রাজারহাট,নাজিমখান,৫৬১১
5650,রংপুর,কুড়িগ্রাম,রাজিবপুর,রাজিবপুর,৫৬৫০
5640,রংপুর,কুড়িগ্রাম,রৌমারী,রৌমারী,৫৬৪০
5621,রংপুর,কুড়িগ্রাম,উলিপুর,বাজারহাট,৫৬২১
5620,রংপুর,কুড়িগ্রাম,উলিপুর,উলিপুর,৫৬২০
5510,রংপুর,লালমনিরহাট,আদিতমারী,আদিতমারী,৫৫১০
5530,রংপুর,লালমনিরহাট,হাতীবান্ধা,হাতীবান্ধা,৫৫৩০
5502,রংপুর,লালমনিরহাট,লালমনিরহাট সদর,কুলাঘাট SO,৫৫০২
5500,রংপুর,লালমনিরহাট,লালমনিরহাট সদর,লালমনিরহাট সদর,৫৫০০
5501,রংপুর,লালমনিরহাট,লালমনিরহাট সদর,মোগলহাট,৫৫০১
5541,রংপুর,লালমনিরহাট,পাটগ্রাম,বাউরা,৫৫৪১
5542,রংপুর,লালমনিরহাট,পাটগ্রাম,বুড়িমারী,৫৫৪২
5540,রংপুর,লালমনিরহাট,পাটগ্রাম,পাটগ্রাম,৫৫৪০
5520,রংপুর,লালমনিরহাট,তুষভান্ডার,তুষভান্ডার,৫৫২০
5350,রংপুর,নীলফামারী,ডিমলা,ডিমলা,৫৩৫০
5351,রংপুর,নীলফামারী,ডিমলা,ঘাগা খড়িবাড়ি,৫৩৫১
5341,রংপুর,নীলফামারী,ডোমার,চিলাহাটি,৫৩৪১
5340,রংপুর,নীলফামারী,ডোমার,ডোমার,৫৩৪০
5330,রংপুর,নীলফামারী,জলঢাকা,জলঢাকা,৫৩৩০
5320,রংপুর,নীলফামারী,কিশোরীগঞ্জ,কিশোরীগঞ্জ,৫৩২০
5300,রংপুর,নীলফামারী,নীলফামারী সদর,নীলফামারী সদর,৫৩০০
5301,রংপুর,নীলফামারী,নীলফামারী সদর,নীলফামারী চিনি মিল,৫৩০১
5310,রংপুর,নীলফামারী,সৈয়দপুর,সৈয়দপুর,৫৩১০
5311,রংপুর,নীলফামারী,সৈয়দপুর,সৈয়দপুর উপশহর,৫৩১১
5010,রংপুর,পঞ্চগড়,বোদা,বোদা,৫০১০
5041,রংপুর,পঞ্চগড়,ছোট্ট ডাবের,মির্জাপুর,৫০৪১
5020,রংপুর,পঞ্চগড়,দেবীগঞ্জ,দেবীগঞ্জ,৫০২০
5000,রংপুর,পঞ্চগড়,পঞ্চগড় সদর,পঞ্চগড় সদর,৫০০০
5030,রংপুর,পঞ্চগড়,তেঁতুলিয়া,তেঁতুলিয়া,৫০৩০
5420,রংপুর,রংপুর,তারাগঞ্জ,তারাগঞ্জ,৫৪২০
5431,রংপুর,রংপুর,বদরগঞ্জ,শ্যামপুর,৫৪৩১
5410,রংপুর,রংপুর,গঙ্গাচড়া,গঙ্গাচড়া,৫৪১০
5441,রংপুর,রংপুর,কাউনিয়া,হারাগাছ,৫৪৪১
5440,রংপুর,রংপুর,কাউনিয়া,কাউনিয়া,৫৪৪০
5450,রংপুর,রংপুর,পীরগাছা,পীরগাছা,৫৪৫০
5460,রংপুর,রংপুর,মিঠাপুকুর,মিঠাপুকুর,৫৪৬০
5470,রংপুর,রংপুর,পীরগঞ্জ,পীরগঞ্জ,৫৪৭০
5402,রংপুর,রংপুর,রংপুর সদর,আলমনগর,৫৪০২
5403,রংপুর,রংপুর,রংপুর সদর,মাহিগঞ্জ,৫৪০৩
5404,রংপুর,রংপুর,রংপুর সদর,রংপুর ক্যাডেট কলেজ,৫৪০৪
5405,রংপুর,রংপুর,রংপুর সদর,রংপুর কারমাইকেল কলেজ,৫৪০৫
5400,রংপুর,রংপুর,রংপুর সদর,রংপুর সদর,৫৪০০
5401,রংপুর,রংপুর,রংপুর সদর,রংপুর উপশহর,৫৪০১
5430,রংপুর,রংপুর,বদরগঞ্জ,বদরগঞ্জ,৫৪৩০
5140,রংপুর,ঠাকুরগাঁও,বালিয়াডাঙ্গী,বালিয়াডাঙ্গী,৫১৪০
5141,রংপুর,ঠাকুরগাঁও,বালিয়াডাঙ্গী,লাহিড়ি,৫১৪১
5130,রংপুর,ঠাকুরগাঁও,জীবনপুর,জীবনপুর,৫১৩০
5110,রংপুর,ঠাকুরগাঁও,পীরগঞ্জ,পীরগঞ্জ,৫১১০
5121,রংপুর,ঠাকুরগাঁও,রাণীশংকৈল,নেকমরদ,৫১২১
5120,রংপুর,ঠাকুরগাঁও,রাণীশংকৈল,রাণীশংকৈল,৫১২০
5103,রংপুর,ঠাকুরগাঁও,ঠাকুরগাঁও সদর,রুহিয়া,৫১০৩
5102,রংপুর,ঠাকুরগাঁও,ঠাকুরগাঁও সদর,শিবগঞ্জ,৫১০২
5101,রংপুর,ঠাকুরগাঁও,ঠাকুরগাঁও সদর,ঠাকুরগাঁও রোড,৫১০১
5100,রংপুর,ঠাকুরগাঁও,ঠাকুরগাঁও সদর,ঠাকুরগাঁও সদর,৫১০০
5890,রাজশাহী,বগুড়া,আদমদীঘি,আদমদীঘি,৫৮৯০
5892,রাজশাহী,বগুড়া,আদমদীঘি,নশরতপুর,৫৮৯২
5891,রাজশাহী,বগুড়া,আদমদীঘি,সান্তাহার,৫৮৯১
5801,রাজশাহী,বগুড়া,বগুড়া সদর,বগুড়া সেনানিবাস,৫৮০১
5800,রাজশাহী,বগুড়া,বগুড়া সদর,বগুড়া সদর,৫৮০০
5850,রাজশাহী,বগুড়া,ধুনট,ধুনট,৫৮৫০
5851,রাজশাহী,বগুড়া,ধুনট,গোসাইবাড়ি,৫৮৫১
5880,রাজশাহী,বগুড়া,দুপচাঁচিয়া,দুপচাঁচিয়া,৫৮৮০
5881,রাজশাহী,বগুড়া,দুপচাঁচিয়া,তালোড়া,৫৮৮১
5820,রাজশাহী,বগুড়া,গাবতলী,গাবতলী,৫৮২০
5821,রাজশাহী,বগুড়া,গাবতলী,সুখানপুকুর,৫৮২১
5870,রাজশাহী,বগুড়া,কাহালু,কাহালু,৫৮৭০
5860,রাজশাহী,বগুড়া,নন্দীগ্রাম,নন্দীগ্রাম,৫৮৬০
5831,রাজশাহী,বগুড়া,সারিয়াকান্দি,চন্দন বাইশা,৫৮৩১
5830,রাজশাহী,বগুড়া,সারিয়াকান্দি,সারিয়াকান্দি,৫৮৩০
5841,রাজশাহী,বগুড়া,শেরপুর,চান্দাইকোনা,৫৮৪১
5842,রাজশাহী,বগুড়া,শেরপুর,পল্লী উন্নয়ন একাডেমী,৫৮৪২
5840,রাজশাহী,বগুড়া,শেরপুর,শেরপুর,৫৮৪০
5810,রাজশাহী,বগুড়া,শিবগঞ্জ,শিবগঞ্জ,৫৮১০
5826,রাজশাহী,বগুড়া,সোনাতলা,সোনাতলা,৫৮২৬
6330,রাজশাহী,চাঁপাইনবাবগঞ্জ,ভোলাহাট,ভোলাহাট,৬৩৩০
6303,রাজশাহী,চাঁপাইনবাবগঞ্জ,চাঁপাইনবাবগঞ্জ সদর,আমনুরা,৬৩০৩
6300,রাজশাহী,চাঁপাইনবাবগঞ্জ,চাঁপাইনবাবগঞ্জ সদর,চাঁপাইনবাবগঞ্জ সদর,৬৩০০
6301,রাজশাহী,চাঁপাইনবাবগঞ্জ,চাঁপাইনবাবগঞ্জ সদর,রাজারামপুর,৬৩০১
6302,রাজশাহী,চাঁপাইনবাবগঞ্জ,চাঁপাইনবাবগঞ্জ সদর,রামচন্দ্রপুর,৬৩০২
6311,রাজশাহী,চাঁপাইনবাবগঞ্জ,নাচোল,মন্ডুমালা,৬৩১১
6310,রাজশাহী,চাঁপাইনবাবগঞ্জ,নাচোল,নাচোল,৬৩১০
6321,রাজশাহী,চাঁপাইনবাবগঞ্জ,রোহনপুর,গোমস্তাপুর,৬৩২১
6320,রাজশাহী,চাঁপাইনবাবগঞ্জ,রোহনপুর,রোহনপুর,৬৩২০
6341,রাজশাহী,চাঁপাইনবাবগঞ্জ,শিবগঞ্জ U.P.O,কনসার্ট,৬৩৪১
6342,রাজশাহী,চাঁপাইনবাবগঞ্জ,শিবগঞ্জ U.P.O,মনাকষা,৬৩৪২
6340,রাজশাহী,চাঁপাইনবাবগঞ্জ,শিবগঞ্জ U.P.O,শিবগঞ্জ U.P.O,৬৩৪০
5940,রাজশাহী,জয়পুরহাট,আক্কেলপুর,আক্কেলপুর,৫৯৪০
5941,রাজশাহী,জয়পুরহাট,আক্কেলপুর,জামালগঞ্জ,৫৯৪১
5942,রাজশাহী,জয়পুরহাট,আক্কেলপুর,তিলকপুর,৫৯৪২
5900,রাজশাহী,জয়পুরহাট,জয়পুরহাট সদর,জয়পুরহাট সদর,৫৯০০
5930,রাজশাহী,জয়পুরহাট,কালাই,কালাই,৫৯৩০
5920,রাজশাহী,জয়পুরহাট,ক্ষেতলাল,ক্ষেতলাল,৫৯২০
5910,রাজশাহী,জয়পুরহাট,পাঁচবিবি,পাঁচবিবি,৫৯১০
6596,রাজশাহী,নওগাঁ,আহসানগঞ্জ,আহসানগঞ্জ,৬৫৯৬
6597,রাজশাহী,নওগাঁ,আহসানগঞ্জ,বান্দাই,৬৫৯৭
6570,রাজশাহী,নওগাঁ,বদলগাছী,বদলগাছী,৬৫৭০
6580,রাজশাহী,নওগাঁ,ধামুইরহাট,ধামুইরহাট,৬৫৮০
6530,রাজশাহী,নওগাঁ,মহাদেবপুর,মহাদেবপুর,৬৫৩০
6500,রাজশাহী,নওগাঁ,নওগাঁ সদর,নওগাঁ সদর,৬৫০০
6520,রাজশাহী,নওগাঁ,নিয়ামতপুর,নিয়ামতপুর,৬৫২০
6550,রাজশাহী,নওগাঁ,নিতপুর,নিতপুর,৬৫৫০
6552,রাজশাহী,নওগাঁ,নিতপুর,গাঙ্গুরিয়া,৬৫৫২
6551,রাজশাহী,নওগাঁ,নিতপুর,পোরশা,৬৫৫১
6540,রাজশাহী,নওগাঁ,পত্নীতলা,পত্নীতলা,৬৫৪০
6512,রাজশাহী,নওগাঁ,প্রসাদপুর,বলিহার,৬৫১২
6511,রাজশাহী,নওগাঁ,প্রসাদপুর,মান্দা,৬৫১১
6510,রাজশাহী,নওগাঁ,প্রসাদপুর,প্রসাদপুর,৬৫১০
6591,রাজশাহী,নওগাঁ,রানীনগর,কাশিমপুর,৬৫৯১
6590,রাজশাহী,নওগাঁ,রানীনগর,রানীনগর,৬৫৯০
6561,রাজশাহী,নওগাঁ,পত্নীতলা,মধুইল,৬৫৬১
6560,রাজশাহী,নওগাঁ,সাপাহার,সাপাহার,৬৫৬০
6422,রাজশাহী,নাটোর,গোপালপুর Upo,আব্দুলপুর,৬৪২২
6420,রাজশাহী,নাটোর,গোপালপুর Upo,গোপালপুর U.P.O,৬৪২০
6421,রাজশাহী,নাটোর,গোপালপুর Upo,লালপুর S.O,৬৪২১
6432,রাজশাহী,নাটোর,হারুয়া,বড়াইগ্রাম,৬৪৩২
6431,রাজশাহী,নাটোর,হারুয়া,দয়ারামপুর,৬৪৩১
6430,রাজশাহী,নাটোর,হারুয়া,হারুয়া,৬৪৩০
6440,রাজশাহী,নাটোর,হাতগুরুদাসপুর,হাতগুরুদাসপুর,৬৪৪০
6410,রাজশাহী,নাটোর,লক্ষ্মণ,লক্ষ্মণ,৬৪১০
6402,রাজশাহী,নাটোর,নাটোর সদর,বাইদ্দ্যাবল ঘরিয়া,৬৪০২
6401,রাজশাহী,নাটোর,নাটোর সদর,দিঘাপাতিয়া,৬৪০১
6403,রাজশাহী,নাটোর,নাটোর সদর,মাধনগর,৬৪০৩
6400,রাজশাহী,নাটোর,নাটোর সদর,নাটোর সদর,৬৪০০
6450,রাজশাহী,নাটোর,সিংড়া,সিংড়া,৬৪৫০
6650,রাজশাহী,পাবনা,ফরিদপুর,ফরিদপুর,৬৬৫০
6680,রাজশাহী,পাবনা,বেড়া,বেড়া,৬৬৮০
6682,রাজশাহী,পাবনা,বেড়া,কাশিনাথপুর,৬৬৮২
6681,রাজশাহী,পাবনা,বেড়া,নাকালিয়া,৬৬৮১
6683,রাজশাহী,পাবনা,বেড়া,পুরান ভারেঙ্গা,৬৬৮৩
6640,রাজশাহী,পাবনা,ভাঙ্গুরা,ভাঙ্গুরা,৬৬৪০
6630,রাজশাহী,পাবনা,চাটমোহর,চাটমোহর,৬৬৩০
6610,রাজশাহী,পাবনা,আটঘরিয়া,আটঘরিয়া,৬৬১০
6621,রাজশাহী,পাবনা,ঈশ্বরদী,ধাপারী,৬৬২১
6620,রাজশাহী,পাবনা,ঈশ্বরদী,ঈশ্বরদী,৬৬২০
6622,রাজশাহী,পাবনা,ঈশ্বরদী,পাকশী,৬৬২২
6623,রাজশাহী,পাবনা,ঈশ্বরদী,রাজাপুর,৬৬২৩
6602,রাজশাহী,পাবনা,পাবনা সদর,হেমায়েতপুর,৬৬০২
6601,রাজশাহী,পাবনা,পাবনা সদর,কালিকো কটন মিলস,৬৬০১
6600,রাজশাহী,পাবনা,পাবনা সদর,পাবনা সদর,৬৬০০
6670,রাজশাহী,পাবনা,সাঁথিয়া,সাঁথিয়া,৬৬৭০
6661,রাজশাহী,পাবনা,সুজানগর,সাগরকান্দি,৬৬৬১
6660,রাজশাহী,পাবনা,সুজানগর,সুজানগর,৬৬৬০
6281,রাজশাহী,রাজশাহী,বাঘা,আড়ানী,৬২৮১
6280,রাজশাহী,রাজশাহী,বাঘা,বাঘা,৬২৮০
6250,রাজশাহী,রাজশাহী,ভবানীগঞ্জ,ভবানীগঞ্জ,৬২৫০
6251,রাজশাহী,রাজশাহী,ভবানীগঞ্জ,তাহেরপুর,৬২৫১
6270,রাজশাহী,রাজশাহী,চারঘাট,চারঘাট,৬২৭০
6271,রাজশাহী,রাজশাহী,চারঘাট,সারদা,৬২৭১
6240,রাজশাহী,রাজশাহী,দুর্গাপুর,দুর্গাপুর,৬২৪০
6290,রাজশাহী,রাজশাহী,গোদাগাড়ী,গোদাগাড়ী,৬২৯০
6291,রাজশাহী,রাজশাহী,গোদাগাড়ী,প্রেমতলী,৬২৯১
6220,রাজশাহী,রাজশাহী,খোদমোহনপুর,খোদমোহনপুর,৬২২০
6210,রাজশাহী,রাজশাহী,দর্শনপাড়া,দর্শনপাড়া,৬২১০
6211,রাজশাহী,রাজশাহী,ললিতগঞ্জ,রাজশাহী চিনিকল,৬২১১
6212,রাজশাহী,রাজশাহী,ললিতগঞ্জ,শ্যামপুর,৬২১২
6260,রাজশাহী,রাজশাহী,পুঠিয়া,পুঠিয়া,৬২৬০
6206,রাজশাহী,রাজশাহী,রাজশাহী সদর,বিনোদপুর বাজার,৬২০৬
6100,রাজশাহী,রাজশাহী,রাজশাহী সদর,ঘোড়ামারা,৬১০০
6204,রাজশাহী,রাজশাহী,রাজশাহী সদর,কাজলা,৬২০৪
6202,রাজশাহী,রাজশাহী,রাজশাহী সদর,রাজশাহী সেনানিবাস,৬২০২
6201,রাজশাহী,রাজশাহী,রাজশাহী সদর,রাজশাহী কোর্ট,৬২০১
6000,রাজশাহী,রাজশাহী,রাজশাহী সদর,রাজশাহী সদর,৬০০০
6205,রাজশাহী,রাজশাহী,রাজশাহী সদর,রাজশাহী বিশ্ববিদ্যালয়,৬২০৫
6203,রাজশাহী,রাজশাহী,রাজশাহী সদর,সপুরা,৬২০৩
6230,রাজশাহী,রাজশাহী,তানোর,তানোর,৬২৩০
6730,রাজশাহী,সিরাজগঞ্জ,বাইদ্দ্যা জামতৈল,বাইদ্দ্যা জামতৈল,৬৭৩০
6740,রাজশাহী,সিরাজগঞ্জ,বেলকুচি,বেলকুচি,৬৭৪০
6751,রাজশাহী,সিরাজগঞ্জ,বেলকুচি,এনায়েতপুর,৬৭৫১
6742,রাজশাহী,সিরাজগঞ্জ,বেলকুচি,রাজাপুর,৬৭৪২
6741,রাজশাহী,সিরাজগঞ্জ,বেলকুচি,সোহাগপুর,৬৭৪১
6752,রাজশাহী,সিরাজগঞ্জ,বেলকুচি,স্থল,৬৭৫২
6720,রাজশাহী,সিরাজগঞ্জ,ধানগড়া,ধানগড়া,৬৭২০
6721,রাজশাহী,সিরাজগঞ্জ,ধানগড়া,মালঙ্গা,৬৭২১
6712,রাজশাহী,সিরাজগঞ্জ,কাজীপুর,গান্ধাইল,৬৭১২
6710,রাজশাহী,সিরাজগঞ্জ,কাজীপুর,কাজীপুর,৬৭১০
6711,রাজশাহী,সিরাজগঞ্জ,কাজীপুর,শুভগাছা,৬৭১১
6772,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,জামিরটা,৬৭৭২
6773,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,কৈজুরী,৬৭৭৩
6771,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,পরজানা,৬৭৭১
6770,রাজশাহী,সিরাজগঞ্জ,শাহজাদপুর,শাহজাদপুর,৬৭৭০
6701,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,রায়পুর,৬৭০১
6702,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,রাশিদাবাদ,৬৭০২
6700,রাজশাহী,সিরাজগঞ্জ,সিরাজগঞ্জ সদর,সিরাজগঞ্জ সদর,৬৭০০
6780,রাজশাহী,সিরাজগঞ্জ,তাড়াশ,তাড়াশ,৬৭৮০
6762,রাজশাহী,সিরাজগঞ্জ,উল্লাপাড়া,লাহিড়ী মোহনপুর,৬৭৬২
6763,রাজশাহী,সিরাজগঞ্জ,উল্লাপাড়া,সালাপ,৬৭৬৩
6760,রাজশাহী,সিরাজগঞ্জ,উল্লাপাড়া,উল্লাপাড়া,৬৭৬০
6761,রাজশাহী,সিরাজগঞ্জ,উল্লাপাড়া,উল্লাপাড়া R.S,৬৭৬১
8710,বরিশাল,বরগুনা,আমতলী,আমতলী,৮৭১০
8730,বরিশাল,বরগুনা,বামনা,বামনা,৮৭৩০
8700,বরিশাল,বরগুনা,বরগুনা সদর,বরগুনা সদর,৮৭০০
8701,বরিশাল,বরগুনা,বরগুনা সদর,নালি বন্দর,৮৭০১
8740,বরিশাল,বরগুনা,বেতাগী,বেতাগী,৮৭৪০
8741,বরিশাল,বরগুনা,বেতাগী,দারুল ঊলম,৮৭৪১
8721,বরিশাল,বরগুনা,পাথরঘাটা,কাকচিড়া,৮৭২১
8720,বরিশাল,বরগুনা,পাথরঘাটা,পাথরঘাটা,৮৭২০
8240,বরিশাল,বরিশাল,আগাইলঝড়া,আগাইলঝড়া,৮২৪০
8241,বরিশাল,বরিশাল,আগাইলঝড়া,গাইলা,৮২৪১
8242,বরিশাল,বরিশাল,আগাইলঝড়া,পয়সারহাট,৮২৪২
8210,বরিশাল,বরিশাল,বাবুগঞ্জ,বাবুগঞ্জ,৮২১০
8216,বরিশাল,বরিশাল,বাবুগঞ্জ,বরিশাল ক্যাডেট,৮২১৬
8212,বরিশাল,বরিশাল,বাবুগঞ্জ,চাঁদপাশা,৮২১২
8213,বরিশাল,বরিশাল,বাবুগঞ্জ,মাধবপাশা,৮২১৩
8215,বরিশাল,বরিশাল,বাবুগঞ্জ,নিজামউদ্দিন কলেজ,৮২১৫
8211,বরিশাল,বরিশাল,বাবুগঞ্জ,রহমতপুর,৮২১১
8214,বরিশাল,বরিশাল,বাবুগঞ্জ,ঠাকুর মল্লিক,৮২১৪
8260,বরিশাল,বরিশাল,বড়জালিয়া,বড়জালিয়া,৮২৬০
8261,বরিশাল,বরিশাল,বড়জালিয়া,ওসমান মঞ্জিল,৮২৬১
8200,বরিশাল,বরিশাল,বরিশাল সদর,বরিশাল সদর,৮২০০
8201,বরিশাল,বরিশাল,বরিশাল সদর,বুখায়নগর,৮২০১
8206,বরিশাল,বরিশাল,বরিশাল সদর,জাগুয়ারহাট,৮২০৬
8205,বরিশাল,বরিশাল,বরিশাল সদর,কাশীপুর,৮২০৫
8204,বরিশাল,বরিশাল,বরিশাল সদর,পাতাং,৮২০৪
8202,বরিশাল,বরিশাল,বরিশাল সদর,সাহেবেরহাট,৮২০২
8203,বরিশাল,বরিশাল,বরিশাল সদর,সুগন্দিয়া,৮২০৩
8233,বরিশাল,বরিশাল,গৌরনদী,বাটাজোর,৮২৩৩
8230,বরিশাল,বরিশাল,গৌরনদী,গৌরনদী,৮২৩০
8232,বরিশাল,বরিশাল,গৌরনদী,কাসেমাবাদ,৮২৩২
8231,বরিশাল,বরিশাল,গৌরনদী,তার্কি বন্দর,৮২৩১
8274,বরিশাল,বরিশাল,মেহেন্দিগঞ্জ,লেঙ্গুটিয়া,৮২৭৪
8271,বরিশাল,বরিশাল,মেহেন্দিগঞ্জ,লস্করপুর,৮২৭১
8270,বরিশাল,বরিশাল,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,৮২৭০
8273,বরিশাল,বরিশাল,মেহেন্দিগঞ্জ,নালগোরা,৮২৭৩
8272,বরিশাল,বরিশাল,মেহেন্দিগঞ্জ,উলানিয়া,৮২৭২
8252,বরিশাল,বরিশাল,মুলাদী,চরকালেখাঁ,৮২৫২
8251,বরিশাল,বরিশাল,মুলাদী,কাজিরচর,৮২৫১
8250,বরিশাল,বরিশাল,মুলাদী,মুলাদী,৮২৫০
8281,বরিশাল,বরিশাল,সাহেবগঞ্জ,চরামন্ডি,৮২৮১
8284,বরিশাল,বরিশাল,সাহেবগঞ্জ,কলসকাঠী,৮২৮৪
8282,বরিশাল,বরিশাল,সাহেবগঞ্জ,পাদ্রি শিবপুর,৮২৮২
8280,বরিশাল,বরিশাল,সাহেবগঞ্জ,সাহেবগঞ্জ,৮২৮০
8283,বরিশাল,বরিশাল,সাহেবগঞ্জ,শিয়ালগুনী,৮২৮৩
8223,বরিশাল,বরিশাল,উজিরপুর,ডাকুয়ারহাট,৮২২৩
8221,বরিশাল,বরিশাল,উজিরপুর,ধামুরা,৮২২১
8222,বরিশাল,বরিশাল,উজিরপুর,জুগিরকান্দা,৮২২২
8224,বরিশাল,বরিশাল,উজিরপুর,শিকারপুর,৮২২৪
8220,বরিশাল,বরিশাল,উজিরপুর,উজিরপুর,৮২২০
8300,বরিশাল,ভোলা,ভোলা সদর,ভোলা সদর,৮৩০০
8301,বরিশাল,ভোলা,ভোলা সদর,জয়নগর,৮৩০১
8320,বরিশাল,ভোলা,বোরহানউদ্দিন Upo,বোরহানউদ্দিন Upo,৮৩২০
8321,বরিশাল,ভোলা,বোরহানউদ্দিন Upo,মির্জাকালু,৮৩২১
8340,বরিশাল,ভোলা,চরফ্যাশন,চরফ্যাশন,৮৩৪০
8341,বরিশাল,ভোলা,চরফ্যাশন,দুলারহাট,৮৩৪১
8342,বরিশাল,ভোলা,চরফ্যাশন,কেরামতগঞ্জ,৮৩৪২
8310,বরিশাল,ভোলা,দৌলতখান,দৌলতখান,৮৩১০
8311,বরিশাল,ভোলা,দৌলতখান,হাজীপুর,৮৩১১
8360,বরিশাল,ভোলা,হাজিরহাট,হাজিরহাট,৮৩৬০
8350,বরিশাল,ভোলা,হাটশশীগঞ্জ,হাটশশীগঞ্জ,৮৩৫০
8331,বরিশাল,ভোলা,লালমোহন Upo,দৌড়ীহাট,৮৩৩১
8332,বরিশাল,ভোলা,লালমোহন Upo,গজারিয়া,৮৩৩২
8330,বরিশাল,ভোলা,লালমোহন Upo,লালমোহন Upo,৮৩৩০
8402,বরিশাল,ঝালকাঠি,ঝালকাঠি সদর,বাউকাঠি,৮৪০২
8403,বরিশাল,ঝালকাঠি,ঝালকাঠি সদর,গাভা,৮৪০৩
8400,বরিশাল,ঝালকাঠি,ঝালকাঠি সদর,ঝালকাঠি সদর,৮৪০০
8401,বরিশাল,ঝালকাঠি,ঝালকাঠি সদর,নবগ্রাম,৮৪০১
8404,বরিশাল,ঝালকাঠি,ঝালকাঠি সদর,শেখেরহাট,৮৪০৪
8431,বরিশাল,ঝালকাঠি,কাঁঠালিয়া,আমুয়া,৮৪৩১
8430,বরিশাল,ঝালকাঠি,কাঁঠালিয়া,কাঁঠালিয়া,৮৪৩০
8432,বরিশাল,ঝালকাঠি,কাঁঠালিয়া,নিয়ামাতেই,৮৪৩২
8433,বরিশাল,ঝালকাঠি,কাঁঠালিয়া,শৌলজালিয়া,৮৪৩৩
8421,বরিশাল,ঝালকাঠি,নলছিটি,বীরকাঠি,৮৪২১
8420,বরিশাল,ঝালকাঠি,নলছিটি,নলছিটি,৮৪২০
8410,বরিশাল,ঝালকাঠি,রাজাপুর,রাজাপুর,৮৪১০
8621,বরিশাল,পটুয়াখালী,বাউফল,বাগাবন্দর,৮৬২১
8620,বরিশাল,পটুয়াখালী,বাউফল,বাউফল,৮৬২০
8622,বরিশাল,পটুয়াখালী,বাউফল,বীরপাশা,৮৬২২
